,Type,Age,Breed1,Gender,Color1,Color2,MaturitySize,FurLength,Vaccinated,Sterilized,Health,Fee,PhotoAmt,Adopted
6246,Dog,4,Mixed Breed,Female,Brown,White,Medium,Short,No,Yes,Healthy,0,11,Yes
6247,Dog,12,Mixed Breed,Female,White,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,3,No
6248,Dog,1,Mixed Breed,Female,Black,White,Small,Short,No,No,Healthy,0,1,Yes
6249,Dog,16,Terrier,Female,Brown,Cream,Medium,Short,Yes,Yes,Healthy,300,1,No
6250,Dog,1,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,No,Healthy,0,5,No
6251,Dog,1,Coonhound,Female,Black,White,Medium,Short,Not Sure,No,Healthy,0,4,Yes
6252,Dog,2,Mixed Breed,Female,Brown,White,Medium,Medium,Not Sure,No,Healthy,0,1,Yes
6253,Cat,67,Russian Blue,Male,Gray,No Color,Medium,Medium,Yes,Yes,Healthy,0,1,Yes
6254,Dog,2,Mixed Breed,Female,Brown,White,Medium,Medium,Yes,Yes,Healthy,0,11,No
6255,Dog,36,Silky Terrier,Female,Black,Gray,Small,Long,Yes,Yes,Healthy,0,1,Yes
6256,Dog,3,Terrier,Male,Brown,White,Medium,Medium,No,No,Healthy,0,3,Yes
6257,Cat,0,Domestic Medium Hair,Male,Brown,Golden,Small,Medium,Not Sure,Not Sure,Minor Injury,0,1,No
6258,Cat,12,Domestic Short Hair,Female,Black,Yellow,Medium,Short,Yes,Yes,Healthy,0,2,No
6259,Dog,6,Schnauzer,Male,Cream,Gray,Medium,Medium,Yes,No,Healthy,200,2,No
6260,Dog,5,Mixed Breed,Female,Brown,No Color,Medium,Medium,Not Sure,No,Healthy,0,7,Yes
6261,Cat,3,Domestic Short Hair,Male,Black,White,Medium,Short,Yes,No,Healthy,70,1,Yes
6262,Cat,12,Domestic Short Hair,Female,Brown,Cream,Medium,Short,No,No,Healthy,0,3,Yes
6263,Dog,4,Dalmatian,Female,Black,White,Medium,Short,No,No,Healthy,0,3,No
6264,Dog,9,Jack Russell Terrier,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,7,Yes
6265,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,7,Yes
6266,Cat,4,Tabby,Female,Black,Golden,Medium,Short,Yes,No,Healthy,0,1,No
6267,Cat,2,Domestic Medium Hair,Female,Yellow,No Color,Small,Medium,No,No,Healthy,0,3,No
6268,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,0,5,Yes
6269,Cat,2,Siamese,Female,Brown,Cream,Small,Short,No,No,Healthy,0,4,Yes
6270,Cat,12,Domestic Short Hair,Female,Black,Brown,Small,Short,Yes,Yes,Healthy,0,5,Yes
6271,Dog,72,Belgian Shepherd Malinois,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,4,No
6272,Cat,2,Maine Coon,Female,Cream,White,Large,Long,No,No,Healthy,200,1,Yes
6273,Cat,4,Tabby,Male,Black,Brown,Medium,Short,Yes,No,Healthy,0,5,Yes
6274,Dog,4,Mixed Breed,Female,White,No Color,Medium,Medium,No,No,Healthy,0,2,No
6275,Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,1,Yes
6276,Cat,12,Domestic Short Hair,Male,Golden,White,Medium,Short,No,No,Healthy,0,3,No
6277,Cat,3,Domestic Short Hair,Male,Black,Gray,Medium,Short,No,No,Healthy,0,3,No
6278,Dog,60,Great Dane,Female,Gray,No Color,Large,Short,No,Yes,Healthy,0,2,Yes
6279,Cat,2,Domestic Short Hair,Female,Black,Cream,Small,Short,Yes,No,Healthy,0,2,Yes
6280,Cat,2,Domestic Medium Hair,Female,Black,Brown,Medium,Medium,No,No,Healthy,50,5,Yes
6281,Dog,96,Golden Retriever,Male,Golden,No Color,Large,Long,Yes,Yes,Healthy,300,1,Yes
6282,Cat,3,Domestic Medium Hair,Male,Yellow,No Color,Small,Medium,Not Sure,Not Sure,Healthy,0,4,Yes
6283,Dog,12,Mixed Breed,Male,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,2,No
6284,Dog,12,Poodle,Male,Gray,No Color,Small,Short,Yes,Not Sure,Serious Injury,0,2,No
6285,Cat,4,Domestic Short Hair,Male,Black,No Color,Large,Medium,No,Not Sure,Healthy,0,1,Yes
6286,Cat,2,Siamese,Female,Gray,No Color,Small,Short,Not Sure,No,Healthy,0,4,Yes
6287,Dog,0,Mixed Breed,Male,Brown,No Color,Small,Short,Not Sure,Not Sure,Healthy,0,8,Yes
6288,Cat,1,Domestic Short Hair,Female,Black,Gray,Medium,Short,No,No,Healthy,0,7,Yes
6289,Cat,2,Domestic Medium Hair,Female,Black,White,Medium,Medium,No,No,Healthy,0,4,Yes
6290,Dog,3,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,50,2,Yes
6291,Cat,2,Domestic Medium Hair,Female,Black,No Color,Medium,Medium,No,No,Healthy,50,5,Yes
6292,Dog,1,Labrador Retriever,Female,White,No Color,Medium,Short,Not Sure,No,Healthy,0,5,Yes
6293,Cat,12,Domestic Medium Hair,Female,Black,Yellow,Medium,Medium,Not Sure,Not Sure,Healthy,0,1,No
6294,Dog,2,Doberman Pinscher,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,4,Yes
6295,Cat,5,Domestic Medium Hair,Female,Gray,White,Medium,Medium,No,No,Healthy,0,3,Yes
6296,Dog,12,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,Yes,Healthy,0,2,Yes
6297,Dog,12,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,Not Sure,Healthy,0,2,No
6298,Dog,7,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,Not Sure,Healthy,0,2,No
6299,Cat,1,Domestic Medium Hair,Male,White,No Color,Medium,Medium,No,No,Healthy,0,3,Yes
6300,Dog,6,Mixed Breed,Female,Brown,White,Medium,Short,Yes,No,Healthy,0,5,Yes
6301,Dog,2,Mixed Breed,Female,Gray,No Color,Medium,Short,Not Sure,Not Sure,Serious Injury,0,0,Yes
6302,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,2,Yes
6303,Dog,0,Bullmastiff,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,2,Yes
6304,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,2,No
6305,Dog,2,Mixed Breed,Female,Cream,No Color,Medium,Short,No,No,Healthy,0,3,Yes
6306,Cat,4,Domestic Short Hair,Female,Black,No Color,Medium,Short,Yes,Yes,Healthy,0,2,Yes
6307,Cat,3,Domestic Short Hair,Male,Yellow,No Color,Medium,Short,Yes,No,Healthy,0,18,Yes
6308,Cat,6,Domestic Short Hair,Male,Black,White,Small,Medium,Not Sure,No,Healthy,1,3,No
6309,Cat,7,Domestic Short Hair,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,5,Yes
6310,Dog,24,Fox Terrier,Male,Brown,White,Small,Long,Not Sure,Not Sure,Healthy,0,2,Yes
6311,Dog,1,Mixed Breed,Male,Brown,Golden,Medium,Short,No,No,Healthy,0,1,No
6312,Dog,8,Golden Retriever,Male,Cream,No Color,Medium,Medium,Yes,No,Healthy,200,0,No
6313,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,No,Healthy,0,5,Yes
6314,Cat,2,Domestic Short Hair,Female,Black,Yellow,Medium,Short,No,Not Sure,Healthy,0,5,Yes
6315,Dog,19,Doberman Pinscher,Female,Black,Brown,Large,Short,Yes,No,Healthy,500,4,Yes
6316,Cat,2,Domestic Short Hair,Female,Brown,Yellow,Medium,Short,No,No,Healthy,0,4,Yes
6317,Cat,12,Domestic Long Hair,Male,Golden,White,Large,Long,Not Sure,Not Sure,Minor Injury,0,5,Yes
6318,Dog,3,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,3,Yes
6319,Cat,2,Domestic Short Hair,Female,Yellow,White,Small,Short,No,No,Healthy,0,3,Yes
6320,Dog,4,Mixed Breed,Female,Brown,White,Small,Medium,Not Sure,Yes,Healthy,0,2,No
6321,Dog,3,Mixed Breed,Female,Brown,Yellow,Medium,Short,Yes,No,Healthy,50,1,No
6322,Cat,2,Domestic Short Hair,Male,Black,White,Medium,Short,Yes,No,Healthy,0,4,Yes
6323,Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Short,No,No,Healthy,0,2,Yes
6324,Cat,3,Siamese,Female,Black,Brown,Small,Short,No,No,Minor Injury,0,2,Yes
6325,Cat,12,Domestic Short Hair,Female,Gray,No Color,Large,Short,Yes,No,Healthy,0,1,Yes
6326,Dog,5,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,Yes,Healthy,250,4,No
6327,Dog,2,Mixed Breed,Female,Cream,No Color,Medium,Medium,Yes,No,Healthy,0,4,Yes
6328,Cat,5,Domestic Short Hair,Female,Black,Yellow,Small,Short,No,No,Healthy,0,3,Yes
6329,Cat,2,Domestic Short Hair,Female,Cream,White,Small,Short,Yes,No,Healthy,0,3,Yes
6330,Dog,84,Shih Tzu,Female,Cream,No Color,Medium,Short,Yes,Yes,Healthy,0,1,Yes
6331,Dog,12,Mixed Breed,Female,Brown,Golden,Medium,Medium,Not Sure,Not Sure,Healthy,0,4,Yes
6332,Dog,12,Mixed Breed,Female,Brown,Golden,Medium,Medium,Yes,Yes,Healthy,0,20,Yes
6333,Dog,4,Mixed Breed,Male,Black,Brown,Medium,Medium,No,No,Minor Injury,0,5,Yes
6334,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,1,Yes
6335,Dog,2,Mixed Breed,Female,Black,White,Medium,Short,Yes,Yes,Healthy,0,5,Yes
6336,Dog,24,Pekingese,Female,Brown,Cream,Small,Long,Yes,Yes,Healthy,200,3,Yes
6337,Dog,1,Mixed Breed,Female,White,No Color,Medium,Medium,Yes,No,Healthy,0,1,Yes
6338,Dog,48,Cocker Spaniel,Female,Brown,Golden,Small,Long,Yes,Not Sure,Minor Injury,0,3,Yes
6339,Dog,2,Mixed Breed,Male,Black,No Color,Medium,Medium,Yes,No,Healthy,0,1,Yes
6340,Cat,8,Domestic Long Hair,Male,White,No Color,Large,Long,Not Sure,Yes,Healthy,100,5,Yes
6341,Dog,11,Mixed Breed,Female,Cream,No Color,Medium,Medium,No,Yes,Healthy,0,2,No
6342,Dog,12,Mixed Breed,Male,White,No Color,Medium,Short,No,No,Healthy,0,2,No
6343,Dog,18,Whippet,Male,Black,No Color,Medium,Short,Yes,Yes,Healthy,0,20,Yes
6344,Dog,24,Mixed Breed,Male,Black,No Color,Medium,Short,Yes,Yes,Healthy,0,2,Yes
6345,Cat,2,Maine Coon,Female,Black,Gray,Medium,Medium,No,No,Healthy,180,1,Yes
6346,Dog,77,Schnauzer,Male,Gray,No Color,Medium,Short,Yes,Yes,Healthy,0,3,Yes
6347,Cat,4,Domestic Short Hair,Female,Black,Yellow,Medium,Long,No,No,Healthy,15,2,Yes
6348,Dog,24,Mixed Breed,Female,Black,No Color,Large,Short,Yes,Yes,Healthy,0,1,Yes
6349,Cat,2,Tabby,Female,Gray,No Color,Small,Short,No,No,Healthy,0,7,Yes
6350,Dog,36,Mixed Breed,Female,Brown,White,Medium,Short,Not Sure,Not Sure,Healthy,0,5,Yes
6351,Cat,12,Domestic Medium Hair,Female,Black,Gray,Medium,Short,Yes,Yes,Healthy,0,9,No
6352,Cat,4,Bobtail,Male,Black,Gray,Medium,Medium,Yes,No,Healthy,0,7,Yes
6353,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Medium,No,No,Healthy,0,3,Yes
6354,Dog,8,Cocker Spaniel,Male,Brown,Yellow,Medium,Long,No,No,Healthy,0,1,Yes
6355,Cat,7,Domestic Short Hair,Female,Black,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,10,No
6356,Cat,2,Domestic Short Hair,Male,Brown,Golden,Medium,Short,No,No,Healthy,10,5,Yes
6357,Dog,12,Mixed Breed,Female,Yellow,Cream,Medium,Medium,Yes,Yes,Healthy,0,2,Yes
6358,Dog,5,German Shepherd Dog,Male,Brown,Golden,Medium,Medium,Yes,No,Healthy,0,2,Yes
6359,Cat,1,Domestic Short Hair,Female,Black,Gray,Medium,Short,Yes,No,Healthy,0,5,Yes
6360,Dog,60,Rottweiler,Male,Black,No Color,Large,Medium,Yes,Yes,Healthy,0,5,No
6361,Cat,3,Domestic Medium Hair,Male,Golden,White,Small,Medium,No,No,Healthy,0,3,Yes
6362,Dog,2,Mixed Breed,Female,Black,No Color,Medium,Medium,No,No,Healthy,0,5,Yes
6363,Dog,48,Cocker Spaniel,Male,Cream,No Color,Medium,Medium,Yes,Yes,Healthy,0,5,No
6364,Cat,2,Domestic Short Hair,Male,Black,White,Medium,Short,No,No,Healthy,0,8,Yes
6365,Cat,1,Domestic Short Hair,Female,White,No Color,Small,Short,Not Sure,No,Healthy,0,2,Yes
6366,Dog,7,Mixed Breed,Female,Black,White,Medium,Short,Yes,No,Healthy,110,4,Yes
6367,Dog,2,Mixed Breed,Female,Brown,White,Medium,Long,Yes,No,Healthy,0,1,Yes
6368,Cat,2,Domestic Short Hair,Male,Yellow,White,Large,Short,No,Not Sure,Healthy,0,5,Yes
6369,Dog,1,Mixed Breed,Male,Brown,No Color,Small,Short,No,No,Healthy,0,6,Yes
6370,Cat,2,Tabby,Male,Golden,White,Medium,Short,No,No,Healthy,0,2,Yes
6371,Cat,16,Burmese,Female,Golden,White,Large,Medium,Yes,Yes,Healthy,0,2,No
6372,Cat,24,Domestic Short Hair,Female,Black,Brown,Small,Short,Yes,Yes,Healthy,0,2,Yes
6373,Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,2,Yes
6374,Dog,5,German Shepherd Dog,Female,Black,Brown,Medium,Medium,Not Sure,No,Healthy,0,3,Yes
6375,Dog,72,German Shepherd Dog,Female,Black,Brown,Large,Medium,No,Yes,Healthy,0,4,Yes
6376,Cat,12,Tortoiseshell,Female,Yellow,Gray,Medium,Medium,Yes,Yes,Healthy,0,5,No
6377,Dog,120,Mixed Breed,Female,Brown,No Color,Small,Short,Not Sure,Not Sure,Healthy,0,3,No
6378,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,5,Yes
6379,Cat,7,Bengal,Male,Black,Brown,Medium,Short,Not Sure,Not Sure,Minor Injury,0,1,Yes
6380,Dog,2,Mixed Breed,Male,Cream,No Color,Medium,Short,Yes,No,Healthy,100,4,No
6381,Cat,2,Domestic Short Hair,Female,Black,No Color,Medium,Short,No,No,Healthy,0,12,Yes
6382,Dog,4,Mixed Breed,Male,Black,No Color,Medium,Short,Yes,No,Healthy,70,5,No
6383,Dog,3,Mixed Breed,Female,Cream,No Color,Medium,Medium,Yes,No,Healthy,0,3,Yes
6384,Cat,6,Domestic Short Hair,Male,Golden,No Color,Small,Short,Yes,Yes,Minor Injury,0,2,Yes
6385,Dog,9,Miniature Pinscher,Male,Black,White,Small,Short,Not Sure,No,Healthy,0,3,Yes
6386,Cat,36,Domestic Medium Hair,Female,Black,Gray,Medium,Medium,No,No,Healthy,0,5,Yes
6387,Dog,2,Mixed Breed,Male,White,No Color,Medium,Medium,Yes,No,Healthy,0,1,Yes
6388,Cat,3,Domestic Medium Hair,Male,Yellow,No Color,Large,Medium,Yes,No,Healthy,150,3,Yes
6389,Cat,5,Domestic Short Hair,Female,Brown,White,Small,Short,No,No,Healthy,100,2,No
6390,Dog,6,Mixed Breed,Male,Gray,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,0,No
6391,Cat,3,Domestic Medium Hair,Female,Golden,White,Small,Medium,No,No,Healthy,0,5,Yes
6392,Cat,2,Domestic Short Hair,Female,Golden,White,Small,Short,No,No,Healthy,80,3,Yes
6393,Cat,3,Domestic Short Hair,Male,Black,Brown,Small,Short,No,No,Healthy,0,12,Yes
6394,Dog,3,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,3,Yes
6395,Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,1,Yes
6396,Cat,5,Tabby,Female,Black,Gray,Small,Long,Yes,Not Sure,Healthy,0,4,Yes
6397,Cat,4,Domestic Medium Hair,Female,Gray,No Color,Medium,Medium,No,No,Healthy,0,2,Yes
6398,Cat,7,Siamese,Female,Brown,White,Medium,Short,Yes,Yes,Healthy,0,2,No
6399,Cat,48,Domestic Short Hair,Female,Cream,White,Medium,Short,Yes,Yes,Healthy,0,5,No
6400,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,5,Yes
6401,Dog,12,Mixed Breed,Male,Brown,White,Small,Short,No,No,Healthy,0,2,Yes
6402,Dog,3,Mixed Breed,Male,Brown,No Color,Medium,Medium,No,No,Healthy,0,6,Yes
6403,Cat,2,Domestic Short Hair,Female,Black,Brown,Medium,Short,No,No,Healthy,50,6,Yes
6404,Cat,12,Domestic Short Hair,Female,Golden,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,2,No
6405,Dog,3,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,3,Yes
6406,Cat,3,Domestic Short Hair,Female,Black,White,Large,Short,No,No,Healthy,0,4,Yes
6407,Dog,6,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,1,Yes
6408,Dog,1,Mixed Breed,Male,Black,No Color,Small,Short,No,No,Healthy,0,1,Yes
6409,Cat,2,Domestic Short Hair,Male,Black,White,Medium,Short,No,No,Healthy,0,1,Yes
6410,Cat,36,Domestic Short Hair,Female,Black,Yellow,Medium,Short,No,No,Healthy,0,5,No
6411,Dog,60,Chihuahua,Female,Black,White,Small,Short,Yes,No,Healthy,100,6,Yes
6412,Dog,48,Jack Russell Terrier,Male,Brown,White,Small,Short,Yes,No,Healthy,0,0,Yes
6413,Dog,11,Poodle,Female,Yellow,No Color,Medium,Medium,No,No,Healthy,0,3,No
6414,Dog,18,Mixed Breed,Male,Brown,Yellow,Medium,Short,Not Sure,Not Sure,Healthy,0,2,No
6415,Cat,3,Domestic Medium Hair,Female,Black,Gray,Small,Medium,No,No,Healthy,0,1,Yes
6416,Dog,4,Golden Retriever,Female,Golden,Cream,Large,Medium,Yes,No,Healthy,0,21,Yes
6417,Dog,36,Schnauzer,Male,Gray,White,Small,Short,Not Sure,No,Healthy,200,2,Yes
6418,Cat,2,Domestic Short Hair,Female,Brown,White,Medium,Short,No,No,Minor Injury,0,5,Yes
6419,Cat,1,Domestic Medium Hair,Female,Black,Golden,Small,Medium,No,No,Healthy,50,5,Yes
6420,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,50,4,Yes
6421,Dog,3,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,No,Healthy,0,13,No
6422,Cat,7,Domestic Medium Hair,Male,Black,Brown,Medium,Medium,No,No,Healthy,30,4,Yes
6423,Dog,2,Mixed Breed,Male,Black,White,Medium,Medium,Yes,No,Healthy,0,7,Yes
6424,Dog,24,Mixed Breed,Female,Brown,No Color,Medium,Short,No,Yes,Healthy,0,1,No
6425,Dog,2,Mixed Breed,Female,Black,White,Medium,Short,No,No,Healthy,5,1,Yes
6426,Cat,12,Tuxedo,Female,Black,White,Medium,Medium,Not Sure,Not Sure,Healthy,200,5,Yes
6427,Dog,12,Poodle,Male,Cream,No Color,Small,Medium,Not Sure,No,Healthy,0,1,Yes
6428,Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Medium,Yes,No,Healthy,80,1,No
6429,Dog,6,Mixed Breed,Female,Cream,No Color,Medium,Short,Yes,No,Healthy,0,3,No
6430,Dog,1,Rat Terrier,Female,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,4,Yes
6431,Cat,18,Domestic Short Hair,Female,Black,Yellow,Small,Short,Not Sure,Not Sure,Healthy,0,2,Yes
6432,Cat,36,Persian,Female,Brown,No Color,Medium,Long,No,No,Healthy,100,1,Yes
6433,Dog,2,Mixed Breed,Male,Black,Cream,Medium,Medium,No,No,Healthy,0,5,No
6434,Cat,2,Domestic Short Hair,Male,Gray,White,Medium,Short,Yes,No,Healthy,70,2,Yes
6435,Cat,4,Domestic Short Hair,Male,Brown,No Color,Medium,Short,No,No,Healthy,0,5,Yes
6436,Dog,12,Spitz,Female,Black,Brown,Medium,Medium,Yes,Yes,Healthy,0,3,Yes
6437,Dog,48,Husky,Female,Black,White,Medium,Medium,Yes,Yes,Healthy,0,0,Yes
6438,Dog,1,Mixed Breed,Female,Brown,White,Medium,Short,No,No,Healthy,0,1,Yes
6439,Cat,8,Domestic Short Hair,Female,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,1,No
6440,Cat,3,Domestic Short Hair,Female,Gray,White,Medium,Medium,No,No,Healthy,0,5,Yes
6441,Dog,36,Mixed Breed,Female,Black,White,Medium,Short,Yes,Yes,Healthy,0,1,No
6442,Dog,48,Mixed Breed,Female,Golden,Cream,Medium,Medium,No,Yes,Healthy,0,1,No
6443,Dog,4,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,11,No
6444,Dog,32,Mixed Breed,Female,Brown,White,Medium,Short,Yes,Yes,Healthy,0,1,No
6445,Cat,4,British Shorthair,Male,Golden,Yellow,Medium,Medium,Yes,No,Healthy,50,5,Yes
6446,Dog,1,Labrador Retriever,Female,Black,Gray,Large,Short,No,No,Healthy,0,4,Yes
6447,Cat,5,Domestic Short Hair,Male,Black,White,Small,Short,Yes,No,Healthy,0,11,Yes
6448,Cat,5,Domestic Long Hair,Male,Golden,No Color,Medium,Medium,No,No,Healthy,50,2,Yes
6449,Dog,29,Shih Tzu,Female,Brown,Golden,Small,Medium,Yes,No,Healthy,0,1,Yes
6450,Dog,12,Dalmatian,Female,Black,White,Medium,Short,Yes,Yes,Healthy,0,2,No
6451,Cat,24,Domestic Medium Hair,Female,Golden,Yellow,Large,Medium,No,Not Sure,Healthy,0,4,No
6452,Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,3,Yes
6453,Cat,2,Domestic Medium Hair,Female,Golden,Gray,Medium,Medium,Yes,No,Healthy,0,5,Yes
6454,Cat,4,Tabby,Male,Gray,No Color,Small,Short,Yes,No,Healthy,0,3,Yes
6455,Dog,48,Mixed Breed,Female,Black,No Color,Small,Long,Not Sure,Not Sure,Healthy,0,1,Yes
6456,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,100,3,Yes
6457,Dog,12,Mixed Breed,Female,Golden,Cream,Medium,Short,Yes,Yes,Healthy,0,1,No
6458,Cat,0,Domestic Short Hair,Female,Black,No Color,Small,Short,No,No,Healthy,0,0,Yes
6459,Cat,1,Domestic Short Hair,Male,Black,Brown,Medium,Short,No,No,Healthy,0,1,Yes
6460,Cat,4,Domestic Short Hair,Male,Yellow,No Color,Medium,Short,No,No,Healthy,0,3,Yes
6461,Cat,1,Domestic Short Hair,Male,Black,White,Medium,Short,No,No,Healthy,0,6,Yes
6462,Dog,24,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,Yes,Healthy,0,2,No
6463,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Medium,Not Sure,No,Healthy,0,2,Yes
6464,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,0,2,Yes
6465,Cat,4,Domestic Medium Hair,Male,Black,Gray,Medium,Medium,Yes,Yes,Healthy,0,10,No
6466,Dog,12,Mixed Breed,Male,Brown,Golden,Large,Short,Yes,No,Healthy,0,2,No
6467,Cat,1,Domestic Medium Hair,Male,Gray,White,Medium,Medium,No,No,Healthy,0,1,Yes
6468,Dog,72,Spitz,Male,White,No Color,Medium,Medium,No,No,Healthy,0,2,No
6469,Dog,22,Beagle,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,3,Yes
6470,Cat,1,American Curl,Male,Brown,White,Medium,Long,Yes,No,Healthy,400,9,Yes
6471,Cat,1,Domestic Short Hair,Male,Black,White,Medium,Short,No,No,Healthy,0,1,Yes
6472,Dog,0,Mixed Breed,Male,White,No Color,Medium,Short,Yes,No,Healthy,0,3,Yes
6473,Dog,2,Mixed Breed,Female,White,No Color,Medium,Medium,Not Sure,Not Sure,Healthy,0,1,No
6474,Cat,2,Domestic Short Hair,Male,Black,White,Small,Short,Not Sure,Not Sure,Healthy,0,5,Yes
6475,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,1,Yes
6476,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,No,Healthy,0,8,Yes
6477,Cat,31,Domestic Long Hair,Female,Black,Yellow,Medium,Long,Yes,Yes,Healthy,0,2,Yes
6478,Cat,2,Oriental Short Hair,Female,Gray,No Color,Small,Short,No,No,Healthy,0,3,No
6479,Dog,60,Mixed Breed,Male,Brown,Golden,Medium,Short,Yes,No,Healthy,0,1,Yes
6480,Cat,3,Domestic Short Hair,Female,Brown,Golden,Small,Short,No,No,Healthy,0,0,No
6481,Cat,3,Domestic Short Hair,Male,Brown,Golden,Small,Short,Yes,No,Healthy,0,6,Yes
6482,Cat,12,Domestic Short Hair,Female,White,No Color,Medium,Short,Yes,Yes,Healthy,0,2,Yes
6483,Dog,18,Mixed Breed,Male,Black,No Color,Medium,Short,Yes,No,Healthy,100,1,Yes
6484,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,No,Healthy,0,1,Yes
6485,Dog,9,Mixed Breed,Male,Brown,Golden,Medium,Medium,Yes,No,Healthy,0,3,Yes
6486,Cat,17,Domestic Short Hair,Male,Yellow,No Color,Medium,Short,Yes,No,Healthy,0,5,No
6487,Cat,3,Domestic Short Hair,Female,Black,Brown,Small,Short,No,No,Healthy,0,1,Yes
6488,Dog,2,Mixed Breed,Male,Black,White,Medium,Short,No,No,Healthy,0,3,No
6489,Cat,8,Domestic Short Hair,Male,Gray,White,Small,Short,Yes,Yes,Healthy,0,2,Yes
6490,Cat,2,Domestic Short Hair,Female,Black,Gray,Small,Short,No,No,Healthy,0,3,Yes
6491,Cat,6,Domestic Medium Hair,Female,Golden,White,Medium,Medium,Yes,Yes,Healthy,0,13,Yes
6492,Dog,1,Mixed Breed,Male,Black,Brown,Large,Medium,Yes,No,Healthy,0,4,Yes
6493,Dog,48,Pekingese,Male,Brown,Cream,Small,Long,Yes,Not Sure,Healthy,0,1,Yes
6494,Dog,3,Mixed Breed,Female,Cream,No Color,Medium,Short,Yes,No,Healthy,0,1,Yes
6495,Cat,3,Tiger,Female,White,No Color,Medium,Medium,No,No,Healthy,0,1,Yes
6496,Cat,5,Domestic Short Hair,Female,Golden,Yellow,Medium,Short,No,No,Healthy,10,2,No
6497,Dog,8,Mixed Breed,Female,Brown,White,Medium,Short,Yes,Yes,Healthy,0,2,No
6498,Cat,1,Tabby,Male,Gray,No Color,Medium,Medium,No,No,Healthy,0,3,Yes
6499,Dog,7,Mixed Breed,Male,Golden,No Color,Medium,Short,Yes,Yes,Healthy,0,2,Yes
6500,Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Short,Yes,No,Healthy,100,2,Yes
6501,Cat,48,Domestic Short Hair,Male,Cream,White,Medium,Short,No,Yes,Serious Injury,0,7,Yes
6502,Cat,2,Domestic Short Hair,Male,Black,Gray,Medium,Short,No,No,Healthy,0,14,Yes
6503,Dog,1,Mixed Breed,Male,Brown,White,Medium,Medium,No,No,Healthy,0,1,Yes
6504,Dog,36,Rottweiler,Male,Black,Brown,Large,Short,Yes,Yes,Healthy,0,4,No
